path,name,suffix,parent,size_bytes
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case9_130.png,Jun_coronacases_case9_130.png,.png,frames,329267
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0275_18.png,Morozov_study_0275_18.png,.png,frames,212609
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0304_22.png,Morozov_study_0304_22.png,.png,frames,208993
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_44.png,Jun_coronacases_case2_44.png,.png,frames,410710
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_88.png,Jun_coronacases_case2_88.png,.png,frames,415377
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_109.png,Jun_coronacases_case2_109.png,.png,frames,425895
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0261_15.png,Morozov_study_0261_15.png,.png,frames,193658
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0275_24.png,Morozov_study_0275_24.png,.png,frames,214331
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_122.png,Jun_coronacases_case10_122.png,.png,frames,339241
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_3.png,bjorke_3.png,.png,frames,362028
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0266_24.png,Morozov_study_0266_24.png,.png,frames,139338
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0275_23.png,Morozov_study_0275_23.png,.png,frames,215355
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0303_8.png,Morozov_study_0303_8.png,.png,frames,189925
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_83.png,Jun_coronacases_case8_83.png,.png,frames,324356
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_140.png,Jun_coronacases_case8_140.png,.png,frames,336086
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_174.png,Jun_coronacases_case3_174.png,.png,frames,247665
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_196.png,Jun_coronacases_case1_196.png,.png,frames,306842
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0296_12.png,Morozov_study_0296_12.png,.png,frames,227656
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0278_27.png,Morozov_study_0278_27.png,.png,frames,189216
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0259_23.png,Morozov_study_0259_23.png,.png,frames,204385
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0270_9.png,Morozov_study_0270_9.png,.png,frames,197105
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0288_17.png,Morozov_study_0288_17.png,.png,frames,202524
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0259_17.png,Morozov_study_0259_17.png,.png,frames,215558
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0259_15.png,Morozov_study_0259_15.png,.png,frames,223002
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_128.png,Jun_radiopaedia_10_85902_3_case12_128.png,.png,frames,511446
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_125.png,Jun_coronacases_case7_125.png,.png,frames,409894
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_27_86410_0_case14_44.png,Jun_radiopaedia_27_86410_0_case14_44.png,.png,frames,502229
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0271_15.png,Morozov_study_0271_15.png,.png,frames,225463
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0255_30.png,Morozov_study_0255_30.png,.png,frames,198169
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_134.png,Jun_coronacases_case1_134.png,.png,frames,302436
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_28.png,bjorke_28.png,.png,frames,374710
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0258_27.png,Morozov_study_0258_27.png,.png,frames,205833
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_14_85914_0_case13_28.png,Jun_radiopaedia_14_85914_0_case13_28.png,.png,frames,489034
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case9_105.png,Jun_coronacases_case9_105.png,.png,frames,336563
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_208.png,Jun_coronacases_case8_208.png,.png,frames,316620
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_200.png,Jun_radiopaedia_10_85902_3_case12_200.png,.png,frames,502537
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_40_86625_0_case18_71.png,Jun_radiopaedia_40_86625_0_case18_71.png,.png,frames,517825
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_77.png,Jun_coronacases_case5_77.png,.png,frames,349207
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_134.png,Jun_coronacases_case10_134.png,.png,frames,329837
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_101.png,Jun_coronacases_case5_101.png,.png,frames,346342
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0277_14.png,Morozov_study_0277_14.png,.png,frames,208820
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_120.png,Jun_coronacases_case5_120.png,.png,frames,355765
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_131.png,Jun_coronacases_case3_131.png,.png,frames,383202
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0299_12.png,Morozov_study_0299_12.png,.png,frames,215956
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0265_31.png,Morozov_study_0265_31.png,.png,frames,214333
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_14_85914_0_case13_94.png,Jun_radiopaedia_14_85914_0_case13_94.png,.png,frames,461377
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_7_85703_0_case20_11.png,Jun_radiopaedia_7_85703_0_case20_11.png,.png,frames,425870
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_57.png,Jun_coronacases_case4_57.png,.png,frames,340739
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_183.png,Jun_coronacases_case8_183.png,.png,frames,331209
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_102.png,Jun_coronacases_case10_102.png,.png,frames,325681
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0303_15.png,Morozov_study_0303_15.png,.png,frames,192382
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case6_112.png,Jun_coronacases_case6_112.png,.png,frames,384777
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_78.png,Jun_coronacases_case4_78.png,.png,frames,343167
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_56.png,Jun_coronacases_case2_56.png,.png,frames,408968
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_7_85703_0_case20_4.png,Jun_radiopaedia_7_85703_0_case20_4.png,.png,frames,418662
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case6_91.png,Jun_coronacases_case6_91.png,.png,frames,388736
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_181.png,Jun_coronacases_case8_181.png,.png,frames,334958
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0273_18.png,Morozov_study_0273_18.png,.png,frames,218662
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_25.png,bjorke_25.png,.png,frames,575652
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_1_case11_10.png,Jun_radiopaedia_10_85902_1_case11_10.png,.png,frames,384523
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_221.png,Jun_coronacases_case1_221.png,.png,frames,300604
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_136.png,Jun_coronacases_case3_136.png,.png,frames,388244
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0281_38.png,Morozov_study_0281_38.png,.png,frames,255940
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_14_85914_0_case13_51.png,Jun_radiopaedia_14_85914_0_case13_51.png,.png,frames,487897
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_115.png,Jun_coronacases_case2_115.png,.png,frames,422357
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0300_32.png,Morozov_study_0300_32.png,.png,frames,211566
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_151.png,Jun_coronacases_case7_151.png,.png,frames,404343
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0263_20.png,Morozov_study_0263_20.png,.png,frames,210295
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_32.png,bjorke_32.png,.png,frames,438842
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_147.png,Jun_coronacases_case8_147.png,.png,frames,338876
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_136.png,Jun_coronacases_case4_136.png,.png,frames,337102
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_185.png,Jun_coronacases_case10_185.png,.png,frames,325803
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case6_55.png,Jun_coronacases_case6_55.png,.png,frames,368892
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0256_33.png,Morozov_study_0256_33.png,.png,frames,189318
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_27_86410_0_case14_35.png,Jun_radiopaedia_27_86410_0_case14_35.png,.png,frames,498319
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_223.png,Jun_coronacases_case1_223.png,.png,frames,304034
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0256_25.png,Morozov_study_0256_25.png,.png,frames,209321
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0288_12.png,Morozov_study_0288_12.png,.png,frames,205166
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0256_32.png,Morozov_study_0256_32.png,.png,frames,194933
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_118.png,Jun_coronacases_case7_118.png,.png,frames,412947
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0266_17.png,Morozov_study_0266_17.png,.png,frames,136767
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_40_86625_0_case18_33.png,Jun_radiopaedia_40_86625_0_case18_33.png,.png,frames,536714
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0299_15.png,Morozov_study_0299_15.png,.png,frames,206430
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0258_18.png,Morozov_study_0258_18.png,.png,frames,209916
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_199.png,Jun_coronacases_case1_199.png,.png,frames,315074
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_248.png,Jun_coronacases_case10_248.png,.png,frames,312730
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_29_86491_1_case16_15.png,Jun_radiopaedia_29_86491_1_case16_15.png,.png,frames,429723
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_233.png,Jun_coronacases_case1_233.png,.png,frames,280479
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_36_86526_0_case17_21.png,Jun_radiopaedia_36_86526_0_case17_21.png,.png,frames,246665
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_108.png,Jun_coronacases_case7_108.png,.png,frames,416304
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_34.png,bjorke_34.png,.png,frames,437768
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_71.png,Jun_coronacases_case5_71.png,.png,frames,348585
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_113.png,Jun_coronacases_case2_113.png,.png,frames,423190
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0304_32.png,Morozov_study_0304_32.png,.png,frames,206980
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_132.png,Jun_coronacases_case2_132.png,.png,frames,432452
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0296_14.png,Morozov_study_0296_14.png,.png,frames,224057
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_129.png,Jun_radiopaedia_10_85902_3_case12_129.png,.png,frames,510986
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_249.png,Jun_coronacases_case8_249.png,.png,frames,297382
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_113.png,Jun_coronacases_case4_113.png,.png,frames,317169
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_37.png,bjorke_37.png,.png,frames,579238
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_65.png,Jun_coronacases_case5_65.png,.png,frames,342288
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_125.png,Jun_coronacases_case8_125.png,.png,frames,335293
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case9_95.png,Jun_coronacases_case9_95.png,.png,frames,339760
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_178.png,Jun_coronacases_case10_178.png,.png,frames,329526
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_174.png,Jun_coronacases_case4_174.png,.png,frames,325370
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_72.png,Jun_coronacases_case3_72.png,.png,frames,392582
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_152.png,Jun_coronacases_case8_152.png,.png,frames,334583
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_39.png,bjorke_39.png,.png,frames,449799
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_177.png,Jun_radiopaedia_10_85902_3_case12_177.png,.png,frames,500042
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0268_19.png,Morozov_study_0268_19.png,.png,frames,215146
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_183.png,Jun_coronacases_case10_183.png,.png,frames,331347
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_123.png,Jun_coronacases_case10_123.png,.png,frames,336828
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_122.png,Jun_coronacases_case1_122.png,.png,frames,305003
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_94.png,Jun_coronacases_case1_94.png,.png,frames,299956
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_193.png,Jun_coronacases_case10_193.png,.png,frames,336740
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_7_85703_0_case20_39.png,Jun_radiopaedia_7_85703_0_case20_39.png,.png,frames,437772
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0275_21.png,Morozov_study_0275_21.png,.png,frames,211119
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_203.png,Jun_coronacases_case10_203.png,.png,frames,318516
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0278_24.png,Morozov_study_0278_24.png,.png,frames,208473
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0297_35.png,Morozov_study_0297_35.png,.png,frames,199003
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0270_14.png,Morozov_study_0270_14.png,.png,frames,214518
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_91.png,Jun_radiopaedia_10_85902_3_case12_91.png,.png,frames,528203
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0293_9.png,Morozov_study_0293_9.png,.png,frames,191224
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0299_9.png,Morozov_study_0299_9.png,.png,frames,212477
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_117.png,Jun_coronacases_case8_117.png,.png,frames,337187
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_115.png,Jun_coronacases_case8_115.png,.png,frames,337347
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case5_70.png,Jun_coronacases_case5_70.png,.png,frames,354107
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_158.png,Jun_coronacases_case1_158.png,.png,frames,316278
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_120.png,Jun_coronacases_case3_120.png,.png,frames,394645
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_160.png,Jun_coronacases_case1_160.png,.png,frames,318962
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_132.png,Jun_coronacases_case10_132.png,.png,frames,340401
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_59.png,Jun_coronacases_case3_59.png,.png,frames,385453
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_78.png,Jun_radiopaedia_10_85902_3_case12_78.png,.png,frames,520627
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0289_19.png,Morozov_study_0289_19.png,.png,frames,219673
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case4_101.png,Jun_coronacases_case4_101.png,.png,frames,333759
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_86.png,bjorke_86.png,.png,frames,361512
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_148.png,Jun_radiopaedia_10_85902_3_case12_148.png,.png,frames,510624
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_134.png,Jun_radiopaedia_10_85902_3_case12_134.png,.png,frames,507407
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0301_28.png,Morozov_study_0301_28.png,.png,frames,184367
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0256_11.png,Morozov_study_0256_11.png,.png,frames,208959
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_97.png,Jun_coronacases_case10_97.png,.png,frames,332099
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0302_25.png,Morozov_study_0302_25.png,.png,frames,192041
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case10_112.png,Jun_coronacases_case10_112.png,.png,frames,321709
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0285_11.png,Morozov_study_0285_11.png,.png,frames,203031
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/bjorke_83.png,bjorke_83.png,.png,frames,508915
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0265_14.png,Morozov_study_0265_14.png,.png,frames,212811
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0255_26.png,Morozov_study_0255_26.png,.png,frames,211439
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_69.png,Jun_coronacases_case3_69.png,.png,frames,377758
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_63.png,Jun_coronacases_case7_63.png,.png,frames,406867
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case1_193.png,Jun_coronacases_case1_193.png,.png,frames,301902
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0274_31.png,Morozov_study_0274_31.png,.png,frames,193534
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case6_101.png,Jun_coronacases_case6_101.png,.png,frames,393405
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case2_49.png,Jun_coronacases_case2_49.png,.png,frames,406644
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case8_102.png,Jun_coronacases_case8_102.png,.png,frames,319991
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_132.png,Jun_coronacases_case3_132.png,.png,frames,378154
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case7_144.png,Jun_coronacases_case7_144.png,.png,frames,414544
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_coronacases_case3_82.png,Jun_coronacases_case3_82.png,.png,frames,393696
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Morozov_study_0269_31.png,Morozov_study_0269_31.png,.png,frames,200270
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/frames/Jun_radiopaedia_10_85902_3_case12_85.png,Jun_radiopaedia_10_85902_3_case12_85.png,.png,frames,520439
